timestamp, siteid, sensorid, value
Wed Jan 08 18:45:00 PST 2020,1,2,39
Wed Jan 08 18:45:00 PST 2020,1,3,62
Wed Jan 08 18:45:00 PST 2020,2,1,-51
Wed Jan 08 18:45:00 PST 2020,2,2,39
Wed Jan 08 18:45:00 PST 2020,2,3,79
Wed Jan 08 18:45:00 PST 2020,3,1,67
Wed Jan 08 18:45:00 PST 2020,3,2,39
Wed Jan 08 18:45:00 PST 2020,3,3,71
Wed Jan 08 18:45:00 PST 2020,4,1,56
Wed Jan 08 18:45:00 PST 2020,4,2,39
Wed Jan 08 18:45:00 PST 2020,4,3,48
Wed Jan 08 19:00:00 PST 2020,1,1,12
Wed Jan 08 19:00:00 PST 2020,1,2,39
Wed Jan 08 19:00:00 PST 2020,1,3,3
Wed Jan 08 19:00:00 PST 2020,2,1,-74
Wed Jan 08 19:00:00 PST 2020,2,2,39
Wed Jan 08 19:00:00 PST 2020,2,3,49
Wed Jan 08 19:00:00 PST 2020,3,1,#ERROR#
Wed Jan 08 19:00:00 PST 2020,3,2,39
Wed Jan 08 19:00:00 PST 2020,3,3,59
Wed Jan 08 19:00:00 PST 2020,4,1,39
Wed Jan 08 19:00:00 PST 2020,4,2,39
Wed Jan 08 19:00:00 PST 2020,4,3,93
Wed Jan 08 19:15:00 PST 2020,1,1,6
Wed Jan 08 19:15:00 PST 2020,1,2,39
Wed Jan 08 19:15:00 PST 2020,1,3,62
Wed Jan 08 19:15:00 PST 2020,2,1,94
Wed Jan 08 19:15:00 PST 2020,2,2,39
Wed Jan 08 19:15:00 PST 2020,2,3,76
Wed Jan 08 19:15:00 PST 2020,3,1,1
Wed Jan 08 19:15:00 PST 2020,3,2,39
Wed Jan 08 19:15:00 PST 2020,3,3,35
Wed Jan 08 19:15:00 PST 2020,4,1,1
Wed Jan 08 19:15:00 PST 2020,4,2,39
Wed Jan 08 19:15:00 PST 2020,4,3,65
Wed Jan 08 19:30:00 PST 2020,1,1,57
Wed Jan 08 19:30:00 PST 2020,1,2,40
Wed Jan 08 19:30:00 PST 2020,1,3,63
Wed Jan 08 19:30:00 PST 2020,2,1,35
Wed Jan 08 19:30:00 PST 2020,2,2,#ERROR#
Wed Jan 08 19:30:00 PST 2020,2,3,8
Wed Jan 08 19:30:00 PST 2020,3,1,73
Wed Jan 08 19:30:00 PST 2020,3,2,40
Wed Jan 08 19:30:00 PST 2020,3,3,98
Wed Jan 08 19:30:00 PST 2020,4,1,39
Wed Jan 08 19:30:00 PST 2020,4,2,40
Wed Jan 08 19:30:00 PST 2020,4,3,86
Wed Jan 08 19:45:00 PST 2020,1,1,43
Wed Jan 08 19:45:00 PST 2020,1,2,40
Wed Jan 08 19:45:00 PST 2020,1,3,74
Wed Jan 08 19:45:00 PST 2020,2,1,0
Wed Jan 08 19:45:00 PST 2020,2,2,40
Wed Jan 08 19:45:00 PST 2020,2,3,28
Wed Jan 08 19:45:00 PST 2020,3,1,0
Wed Jan 08 19:45:00 PST 2020,3,2,40
Wed Jan 08 19:45:00 PST 2020,3,3,-82
Wed Jan 08 19:45:00 PST 2020,4,1,96
Wed Jan 08 19:45:00 PST 2020,4,2,40
Wed Jan 08 19:45:00 PST 2020,4,3,62
Wed Jan 08 20:00:00 PST 2020,1,1,97
Wed Jan 08 20:00:00 PST 2020,1,2,40
Wed Jan 08 20:00:00 PST 2020,1,3,82
Wed Jan 08 20:00:00 PST 2020,2,1,87
Wed Jan 08 20:00:00 PST 2020,2,2,40
Wed Jan 08 20:00:00 PST 2020,2,3,91
Wed Jan 08 20:00:00 PST 2020,3,1,78
Wed Jan 08 20:00:00 PST 2020,3,2,40
Wed Jan 08 20:00:00 PST 2020,3,3,73
Wed Jan 08 20:00:00 PST 2020,4,1,40
Wed Jan 08 20:00:00 PST 2020,4,2,40
Wed Jan 08 20:00:00 PST 2020,4,3,93
Wed Jan 08 20:15:00 PST 2020,1,1,57
Wed Jan 08 20:15:00 PST 2020,1,2,40
Wed Jan 08 20:15:00 PST 2020,1,3,37
Wed Jan 08 20:15:00 PST 2020,2,1,91
Wed Jan 08 20:15:00 PST 2020,2,2,40
Wed Jan 08 20:15:00 PST 2020,2,3,14
Wed Jan 08 20:15:00 PST 2020,3,1,96
Wed Jan 08 20:15:00 PST 2020,3,2,40
Wed Jan 08 20:15:00 PST 2020,3,3,25
Wed Jan 08 20:15:00 PST 2020,4,1,12
Wed Jan 08 20:15:00 PST 2020,4,2,40
Wed Jan 08 20:15:00 PST 2020,4,3,11
Wed Jan 08 20:30:00 PST 2020,1,1,43
Wed Jan 08 20:30:00 PST 2020,1,2,40
Wed Jan 08 20:30:00 PST 2020,1,3,48
Wed Jan 08 20:30:00 PST 2020,2,1,0
Wed Jan 08 20:30:00 PST 2020,2,2,40
Wed Jan 08 20:30:00 PST 2020,2,3,2
Wed Jan 08 20:30:00 PST 2020,3,1,87
Wed Jan 08 20:30:00 PST 2020,3,2,40
Wed Jan 08 20:30:00 PST 2020,3,3,23
Wed Jan 08 20:30:00 PST 2020,4,1,#NA#
Wed Jan 08 20:30:00 PST 2020,4,2,40
Wed Jan 08 20:30:00 PST 2020,4,3,21
Wed Jan 08 20:45:00 PST 2020,1,1,86
Wed Jan 08 20:45:00 PST 2020,1,2,-12
Wed Jan 08 20:45:00 PST 2020,1,3,48
Wed Jan 08 20:45:00 PST 2020,2,1,97
Wed Jan 08 20:45:00 PST 2020,2,2,41
Wed Jan 08 20:45:00 PST 2020,2,3,78
Wed Jan 08 20:45:00 PST 2020,3,1,74
Wed Jan 08 20:45:00 PST 2020,3,2,41
Wed Jan 08 20:45:00 PST 2020,3,3,13
Wed Jan 08 20:45:00 PST 2020,4,1,21
Wed Jan 08 20:45:00 PST 2020,4,2,41
Wed Jan 08 20:45:00 PST 2020,4,3,99
Wed Jan 08 21:00:00 PST 2020,1,1,45
Wed Jan 08 21:00:00 PST 2020,1,2,41
Wed Jan 08 21:00:00 PST 2020,1,3,#ERROR#
Wed Jan 08 21:00:00 PST 2020,2,1,40
Wed Jan 08 21:00:00 PST 2020,2,2,41
Wed Jan 08 21:00:00 PST 2020,2,3,19
Wed Jan 08 21:00:00 PST 2020,3,1,3
Wed Jan 08 21:00:00 PST 2020,3,2,41
Wed Jan 08 21:00:00 PST 2020,3,3,97
Wed Jan 08 21:00:00 PST 2020,4,1,#NA#
Wed Jan 08 21:00:00 PST 2020,4,2,41
Wed Jan 08 21:00:00 PST 2020,4,3,100
Wed Jan 08 21:15:00 PST 2020,1,1,65
Wed Jan 08 21:15:00 PST 2020,1,2,41
Wed Jan 08 21:15:00 PST 2020,1,3,1
Wed Jan 08 21:15:00 PST 2020,2,1,41
Wed Jan 08 21:15:00 PST 2020,2,2,41
Wed Jan 08 21:15:00 PST 2020,2,3,7
Wed Jan 08 21:15:00 PST 2020,3,1,25
Wed Jan 08 21:15:00 PST 2020,3,2,41
Wed Jan 08 21:15:00 PST 2020,3,3,34
Wed Jan 08 21:15:00 PST 2020,4,1,27
Wed Jan 08 21:15:00 PST 2020,4,2,41
Wed Jan 08 21:15:00 PST 2020,4,3,47
Wed Jan 08 21:30:00 PST 2020,1,1,84
Wed Jan 08 21:30:00 PST 2020,1,2,41
Wed Jan 08 21:30:00 PST 2020,1,3,23
Wed Jan 08 21:30:00 PST 2020,2,1,93
Wed Jan 08 21:30:00 PST 2020,2,2,-36
Wed Jan 08 21:30:00 PST 2020,2,3,32
Wed Jan 08 21:30:00 PST 2020,3,1,2
Wed Jan 08 21:30:00 PST 2020,3,2,-41
Wed Jan 08 21:30:00 PST 2020,3,3,75
Wed Jan 08 21:30:00 PST 2020,4,1,58
Wed Jan 08 21:30:00 PST 2020,4,2,41
Wed Jan 08 21:30:00 PST 2020,4,3,60
Wed Jan 08 21:45:00 PST 2020,1,1,71
Wed Jan 08 21:45:00 PST 2020,1,2,41
Wed Jan 08 21:45:00 PST 2020,1,3,189
Wed Jan 08 21:45:00 PST 2020,2,1,82
Wed Jan 08 21:45:00 PST 2020,2,2,41
Wed Jan 08 21:45:00 PST 2020,2,3,55
Wed Jan 08 21:45:00 PST 2020,3,1,2
Wed Jan 08 21:45:00 PST 2020,3,2,41
Wed Jan 08 21:45:00 PST 2020,3,3,98
Wed Jan 08 21:45:00 PST 2020,4,1,74
Wed Jan 08 21:45:00 PST 2020,4,2,41
Wed Jan 08 21:45:00 PST 2020,4,3,47
Wed Jan 08 22:00:00 PST 2020,1,1,56
Wed Jan 08 22:00:00 PST 2020,1,2,42
Wed Jan 08 22:00:00 PST 2020,1,3,80
Wed Jan 08 22:00:00 PST 2020,2,1,10
Wed Jan 08 22:00:00 PST 2020,2,2,42
Wed Jan 08 22:00:00 PST 2020,2,3,45
Wed Jan 08 22:00:00 PST 2020,3,1,63
Wed Jan 08 22:00:00 PST 2020,3,2,42
Wed Jan 08 22:00:00 PST 2020,3,3,83
Wed Jan 08 22:00:00 PST 2020,4,1,15
Wed Jan 08 22:00:00 PST 2020,4,2,42
Wed Jan 08 22:00:00 PST 2020,4,3,28
Wed Jan 08 22:15:00 PST 2020,1,1,65
Wed Jan 08 22:15:00 PST 2020,1,2,42
Wed Jan 08 22:15:00 PST 2020,1,3,83
Wed Jan 08 22:15:00 PST 2020,2,1,52
Wed Jan 08 22:15:00 PST 2020,2,2,42
Wed Jan 08 22:15:00 PST 2020,2,3,28
Wed Jan 08 22:15:00 PST 2020,3,1,26
Wed Jan 08 22:15:00 PST 2020,3,2,42
Wed Jan 08 22:15:00 PST 2020,3,3,68
Wed Jan 08 22:15:00 PST 2020,4,1,#ERROR#
Wed Jan 08 22:15:00 PST 2020,4,2,42
Wed Jan 08 22:15:00 PST 2020,4,3,53
Wed Jan 08 22:30:00 PST 2020,1,1,100
Wed Jan 08 22:30:00 PST 2020,1,2,42
Wed Jan 08 22:30:00 PST 2020,1,3,55
Wed Jan 08 22:30:00 PST 2020,2,1,4
Wed Jan 08 22:30:00 PST 2020,2,2,42
Wed Jan 08 22:30:00 PST 2020,2,3,74
Wed Jan 08 22:30:00 PST 2020,3,1,73
Wed Jan 08 22:30:00 PST 2020,3,2,42
Wed Jan 08 22:30:00 PST 2020,3,3,21
Wed Jan 08 22:30:00 PST 2020,4,1,91
Wed Jan 08 22:30:00 PST 2020,4,2,42
Wed Jan 08 22:30:00 PST 2020,4,3,56
Wed Jan 08 22:45:00 PST 2020,1,1,38
Wed Jan 08 22:45:00 PST 2020,1,2,#ERROR#
Wed Jan 08 22:45:00 PST 2020,1,3,63
Wed Jan 08 22:45:00 PST 2020,2,1,75
Wed Jan 08 22:45:00 PST 2020,2,2,42
Wed Jan 08 22:45:00 PST 2020,2,3,46
Wed Jan 08 22:45:00 PST 2020,3,1,52
Wed Jan 08 22:45:00 PST 2020,3,2,42
Wed Jan 08 22:45:00 PST 2020,3,3,68
Wed Jan 08 22:45:00 PST 2020,4,1,13
Wed Jan 08 22:45:00 PST 2020,4,2,42
Wed Jan 08 22:45:00 PST 2020,4,3,84
Wed Jan 08 23:00:00 PST 2020,1,1,32
Wed Jan 08 23:00:00 PST 2020,1,2,42
Wed Jan 08 23:00:00 PST 2020,1,3,50
Wed Jan 08 23:00:00 PST 2020,2,1,81
Wed Jan 08 23:00:00 PST 2020,2,2,42
Wed Jan 08 23:00:00 PST 2020,2,3,26
Wed Jan 08 23:00:00 PST 2020,3,1,53
Wed Jan 08 23:00:00 PST 2020,3,2,42
Wed Jan 08 23:00:00 PST 2020,3,3,71
Wed Jan 08 23:00:00 PST 2020,4,1,26
Wed Jan 08 23:00:00 PST 2020,4,2,42
Wed Jan 08 23:00:00 PST 2020,4,3,83
Wed Jan 08 23:15:00 PST 2020,1,1,56
Wed Jan 08 23:15:00 PST 2020,1,2,#ERROR#
Wed Jan 08 23:15:00 PST 2020,1,3,87
Wed Jan 08 23:15:00 PST 2020,2,1,42
Wed Jan 08 23:15:00 PST 2020,2,2,43
Wed Jan 08 23:15:00 PST 2020,2,3,18
Wed Jan 08 23:15:00 PST 2020,3,1,36
Wed Jan 08 23:15:00 PST 2020,3,2,43
Wed Jan 08 23:15:00 PST 2020,3,3,#ERROR#
Wed Jan 08 23:15:00 PST 2020,4,1,94
Wed Jan 08 23:15:00 PST 2020,4,2,43
Wed Jan 08 23:15:00 PST 2020,4,3,88
Wed Jan 08 23:30:00 PST 2020,1,1,30
Wed Jan 08 23:30:00 PST 2020,1,2,43
Wed Jan 08 23:30:00 PST 2020,1,3,7
Wed Jan 08 23:30:00 PST 2020,2,1,62
Wed Jan 08 23:30:00 PST 2020,2,2,43
Wed Jan 08 23:30:00 PST 2020,2,3,63
Wed Jan 08 23:30:00 PST 2020,3,1,30
Wed Jan 08 23:30:00 PST 2020,3,2,43
Wed Jan 08 23:30:00 PST 2020,3,3,29
Wed Jan 08 23:30:00 PST 2020,4,1,14
Wed Jan 08 23:30:00 PST 2020,4,2,#ERROR#
Wed Jan 08 23:30:00 PST 2020,4,3,88
Wed Jan 08 23:45:00 PST 2020,1,1,82
Wed Jan 08 23:45:00 PST 2020,1,2,43
Wed Jan 08 23:45:00 PST 2020,1,3,106
Wed Jan 08 23:45:00 PST 2020,2,1,97
Wed Jan 08 23:45:00 PST 2020,2,2,43
Wed Jan 08 23:45:00 PST 2020,2,3,49
Wed Jan 08 23:45:00 PST 2020,3,1,26
Wed Jan 08 23:45:00 PST 2020,3,2,43
Wed Jan 08 23:45:00 PST 2020,3,3,21
Wed Jan 08 23:45:00 PST 2020,4,1,24
Wed Jan 08 23:45:00 PST 2020,4,2,43
Wed Jan 08 23:45:00 PST 2020,4,3,35
